,PrevClinName1,ClinCityCode,Year,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,TotCycles,TotFrozTrans,AvgCancel,AvgFreshBR,AvgFrozenBR,AvgNumFrshEmbry,AvgNumThwEmbry
60,"NORTH BAY FERTILITY CENTER, INC.",SANTA ROSA,2000.0,56.0,31,38,11,30.4,25.8,13.2,0.0,3.6,6.5,5.3,9.090909090909092,37.5,20.0,12.5,0.0,8.0,5,8,0,13.0,2.0,21.0,2.0,2.0,14.0,10.0,3.0,3.4,3.4,3.9,0.0,0.0,0.0,0.0,136.0,21.0,6.122727272727273,17.35,17.5,3.4250000000000003,0.0
61,VALLEY CENTER FOR REPRODUCTIVE HEALTH,SHERMAN OAKS,2000.0,8.0,7,3,1,25.0,28.571428571428573,0.0,0.0,0.0,14.285714285714286,33.333333333333336,0.0,20.0,0.0,0.0,0.0,5.0,3,0,0,16.0,0.0,14.0,5.0,0.0,8.0,0.0,3.4,3.0,3.0,5.0,0.0,0.0,0.0,0.0,19.0,8.0,11.904761904761905,13.392857142857142,5.0,3.6,0.0
62,STANFORD UNIVERSITY IVF/ART PROGRAM,STANFORD,2000.0,196.0,170,209,107,20.4,21.2,10.0,10.3,3.6,3.5,5.3,4.7,19.6,13.8,4.5,0.0,46.0,29,22,1,5.0,1.0,2.0,4.0,1.0,18.0,16.0,2.6,2.9,3.1,3.2,0.0,0.0,0.0,0.0,682.0,98.0,4.2749999999999995,15.474999999999998,9.475000000000001,2.95,0.0
63,THE CENTER FOR FERTILITY AND GYNECOLOGY,TARZANA     ,2000.0,102.0,60,42,33,40.2,36.7,28.6,15.2,0.0,0.0,0.0,0.0,22.22222222222222,14.285714285714286,50.0,100.0,18.0,7,4,1,10.0,4.0,15.0,3.0,2.0,17.0,4.0,3.3,3.8,3.7,4.2,0.0,0.0,0.0,0.0,237.0,30.0,0.0,30.175,46.62698412698413,3.75,0.0
64,THE FERTILITY INSTITUTES,TARZANA ,2000.0,39.0,22,16,4,38.5,31.8,31.25,25.0,0.0,4.5,6.25,0.0,20.0,0.0,0.0,0.0,5.0,1,0,0,33.0,9.0,2.0,6.0,9.0,19.0,9.0,4.7,3.7,4.1,3.5,0.0,0.0,0.0,0.0,81.0,6.0,2.6875,31.6375,5.0,4.0,0.0
65,INFERTILITY AND GYNECOLOGY INSTITUTE,TARZANA     ,2000.0,14.0,11,7,10,35.714285714285715,45.45454545454545,28.571428571428573,20.0,7.142857142857143,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0,1,0,0,30.0,6.0,18.0,0.0,0.0,13.0,11.0,3.2,3.5,2.7,3.3,0.0,0.0,0.0,0.0,42.0,2.0,6.785714285714286,32.43506493506493,0.0,3.175,0.0
66,FERTILITY AND SURGICAL ASSOCIATES OF CALIFORNIA,THOUSAND OAKS    ,2000.0,112.0,80,91,40,28.6,20.0,16.5,2.5,9.8,15.0,24.2,20.0,15.6,30.76923076923077,16.666666666666668,0.0,32.0,13,6,5,10.0,5.0,24.0,3.0,2.0,9.0,5.0,3.5,3.6,4.1,4.5,0.0,0.0,0.0,0.0,323.0,56.0,17.25,16.9,15.75897435897436,3.925,0.0
67,PACIFIC REPRODUCTIVE CENTER,TORRANCE    ,2000.0,137.0,62,60,28,32.1,33.9,13.3,0.0,0.0,9.7,5.0,7.1,23.529411764705884,25.0,0.0,0.0,17.0,4,3,0,10.0,3.0,3.0,3.0,1.0,18.0,8.0,4.2,5.0,4.4,5.3,0.0,0.0,0.0,0.0,287.0,24.0,5.449999999999999,19.825,12.132352941176471,4.725,0.0
68,SAN ANTONIO FERTILITY CENTER,UPLAND    ,2000.0,5.0,9,7,0,20.0,11.11111111111111,28.571428571428573,0.0,20.0,22.22222222222222,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,26.0,0.0,11.0,4.0,0.0,18.0,4.0,2.7,2.2,2.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,14.126984126984127,14.920634920634921,0.0,1.725,0.0
69,ADVANCED REPRODUCTIVE MEDICINE,AURORA ,2000.0,53.0,26,19,2,30.2,26.9,10.526315789473685,0.0,11.3,7.7,15.789473684210526,0.0,16.0,11.764705882352942,22.22222222222222,0.0,25.0,17,9,2,18.0,1.0,7.0,5.0,0.0,33.0,2.0,3.1,3.4,4.5,4.5,0.0,0.0,0.0,0.0,100.0,53.0,8.697368421052632,16.90657894736842,12.49673202614379,3.875,0.0
70,COLORADO SPRINGS CENTER FOR REPRODUCTIVE HEALTH,COLORADO SPRINGS,2000.0,22.0,6,11,5,18.2,0.0,9.090909090909092,0.0,4.5,0.0,27.272727272727273,20.0,16.666666666666668,0.0,0.0,0.0,6.0,5,1,0,16.0,9.0,16.0,6.0,2.0,11.0,0.0,2.4,2.2,2.4,3.3,0.0,0.0,0.0,0.0,44.0,12.0,12.943181818181818,6.822727272727272,4.166666666666667,2.575,0.0
71,REPRODUCTIVE MEDICINE AND FERTILITY CENTER,COLORADO SPRINGS,2000.0,66.0,11,29,2,30.3,36.36363636363637,17.2,0.0,6.1,9.090909090909092,24.1,0.0,40.0,0.0,0.0,0.0,10.0,1,2,1,5.0,1.0,1.0,2.0,1.0,8.0,4.0,3.5,2.9,3.3,4.0,0.0,0.0,0.0,0.0,108.0,14.0,9.822727272727274,20.965909090909093,10.0,3.425,0.0
72,COLORADO REPRODUCTIVE ENDOCRINOLOGY,DENVER,2000.0,93.0,50,28,7,49.5,42.0,39.3,14.285714285714286,4.3,8.0,10.7,14.285714285714286,26.9,7.142857142857143,0.0,0.0,26.0,14,3,3,18.0,9.0,18.0,3.0,1.0,11.0,5.0,2.3,2.8,2.9,4.0,0.0,0.0,0.0,0.0,178.0,46.0,9.321428571428571,36.27142857142857,8.510714285714286,3.0,0.0
73,THE COLORADO CENTER FOR REPRODUCTIVE MEDICINE,ENGLEWOOD,2000.0,248.0,135,103,45,60.9,47.4,34.0,24.4,2.8,4.4,9.7,13.3,41.5,25.9,38.5,41.666666666666664,53.0,27,26,12,9.0,6.0,16.0,10.0,1.0,11.0,9.0,3.0,3.5,3.6,4.4,0.0,0.0,0.0,0.0,531.0,118.0,7.55,41.675000000000004,36.891666666666666,3.625,0.0
74,ROCKY MOUNTAIN CENTER FOR REPRODUCTIVE MEDICINE,FORT COLLINS,2000.0,19.0,11,8,3,31.57894736842105,18.181818181818183,25.0,0.0,0.0,0.0,12.5,0.0,20.0,0.0,0.0,0.0,5.0,3,1,0,21.0,3.0,5.0,7.0,5.0,21.0,2.0,2.7,3.5,3.9,4.3,0.0,0.0,0.0,0.0,41.0,9.0,3.125,18.690191387559807,5.0,3.5999999999999996,0.0
75,CONCEPTIONS REPRODUCTIVE ASSOCIATES,LITTLETON,2000.0,107.0,55,57,14,43.0,25.5,28.1,28.571428571428573,13.1,23.6,19.3,14.285714285714286,25.0,0.0,33.333333333333336,0.0,4.0,3,3,0,14.0,3.0,10.0,1.0,2.0,13.0,7.0,3.3,3.3,3.6,3.9,0.0,0.0,0.0,0.0,233.0,10.0,17.571428571428573,31.29285714285714,14.583333333333334,3.525,0.0
76,THE CENTER FOR ADVANCED REPRODUCTIVE SERVICES AT,FARMINGTON,2000.0,315.0,172,158,60,37.1,27.9,25.9,13.3,16.5,22.1,29.1,40.0,22.2,20.0,60.0,0.0,27.0,10,5,2,26.0,6.0,5.0,18.0,1.0,14.0,17.0,2.8,3.3,3.7,4.3,0.0,0.0,0.0,0.0,705.0,44.0,26.925,26.05,25.55,3.5250000000000004,0.0
77,YALE UNIVERSITY SCHOOL OF MEDICINE,NEW HAVEN,2000.0,139.0,66,57,20,25.2,25.8,5.3,10.0,3.6,10.6,10.5,15.0,0.0,25.0,0.0,0.0,9.0,4,12,2,27.0,1.0,13.0,14.0,1.0,14.0,4.0,3.2,3.3,3.2,3.1,0.0,0.0,0.0,0.0,282.0,27.0,9.925,16.575,6.25,3.1999999999999997,0.0
78,NEW ENGLAND FERTILITY INSTITUTE,STAMFORD,2000.0,144.0,111,115,53,33.3,30.6,10.4,7.5,3.5,8.1,20.9,17.0,18.2,7.4,19.2,0.0,55.0,27,26,9,19.0,7.0,8.0,6.0,0.0,27.0,6.0,3.1,2.9,3.3,3.0,0.0,0.0,0.0,0.0,423.0,117.0,12.375,20.45,11.2,3.075,0.0
79,THE STAMFORD HOSPITAL,STAMFORD,2000.0,14.0,11,3,12,7.142857142857143,9.090909090909092,0.0,0.0,0.0,36.36363636363637,66.66666666666667,8.333333333333334,0.0,0.0,0.0,0.0,11.0,0,1,0,14.0,5.0,3.0,2.0,2.0,27.0,2.0,2.6,3.1,4.0,3.3,0.0,0.0,0.0,0.0,40.0,12.0,27.84090909090909,4.058441558441559,0.0,3.25,0.0
80,"DELAWARE INSTITUTE FOR REPRODUCTIVE MEDICINE, P.A.",NEWARK,2000.0,111.0,41,50,6,23.4,14.6,10.0,0.0,25.2,31.7,24.0,50.0,25.0,100.0,0.0,0.0,8.0,3,2,0,15.0,2.0,0.0,7.0,1.0,11.0,10.0,2.9,2.8,2.8,3.3,0.0,0.0,0.0,0.0,208.0,13.0,32.725,12.0,31.25,2.95,0.0
81,REPRODUCTIVE ASSOCIATES OF DELAWARE,NEWARK,2000.0,36.0,13,6,1,30.6,46.15384615384615,33.333333333333336,0.0,8.3,15.384615384615385,0.0,0.0,42.857142857142854,0.0,0.0,0.0,7.0,0,1,0,25.0,8.0,0.0,22.0,0.0,22.0,1.0,3.2,3.4,3.8,4.0,0.0,0.0,0.0,0.0,56.0,8.0,5.921153846153846,27.521794871794874,10.714285714285714,3.5999999999999996,0.0
82,"THE A.R.T. INSTITUTE OF WASHINGTON, INC.",WASHINGTON,2000.0,181.0,75,74,25,40.3,38.7,21.6,16.0,5.5,8.0,16.2,20.0,17.4,16.666666666666668,12.5,50.0,23.0,12,8,2,31.0,3.0,2.0,7.0,1.0,22.0,1.0,2.6,3.2,3.6,3.7,0.0,0.0,0.0,0.0,355.0,45.0,12.425,29.15,24.141666666666666,3.2750000000000004,0.0
83,COLUMBIA HOSPITAL FOR WOMEN ART PROGRAM,WASHINGTON,2000.0,89.0,64,71,46,27.0,21.9,22.5,17.4,7.9,18.8,16.9,30.4,16.666666666666668,14.285714285714286,13.333333333333334,0.0,18.0,14,15,1,20.0,3.0,19.0,4.0,1.0,10.0,2.0,3.4,3.7,4.1,4.4,0.0,0.0,0.0,0.0,270.0,48.0,18.5,22.200000000000003,11.071428571428573,3.9,0.0
84,THE GEORGE WASHINGTON UNIVERSITY,WASHINGTON,2000.0,75.0,52,58,21,32.0,13.5,15.5,9.5,10.7,19.2,12.1,38.1,28.571428571428573,100.0,0.0,0.0,7.0,1,1,0,16.0,5.0,7.0,5.0,0.0,17.0,1.0,3.2,3.2,3.2,4.1,0.0,0.0,0.0,0.0,206.0,9.0,20.025,17.625,32.142857142857146,3.4250000000000003,0.0
85,"JAMES A. SIMON, M.D., P.C.",WASHINGTON,2000.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,17.0,50.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.125,0.0
86,BOCA FERTILITY,BOCA RATON,2000.0,26.0,17,29,5,30.8,17.647058823529413,3.4,0.0,11.5,0.0,17.2,40.0,0.0,0.0,0.0,0.0,2.0,3,2,0,20.0,4.0,2.0,1.0,2.0,12.0,1.0,3.3,3.3,4.5,4.3,0.0,0.0,0.0,0.0,77.0,7.0,17.175,12.961764705882354,0.0,3.8499999999999996,0.0
87,PALM BEACH FERTILITY CENTER,BOCA RATON,2000.0,47.0,23,18,6,19.1,43.5,5.555555555555555,16.666666666666668,8.5,8.7,16.666666666666668,33.333333333333336,50.0,0.0,0.0,0.0,4.0,0,1,0,13.0,9.0,2.0,1.0,0.0,4.0,8.0,3.0,3.8,3.6,4.0,0.0,0.0,0.0,0.0,94.0,5.0,16.8,21.205555555555556,12.5,3.6,0.0
88,"ADVANCED REPRODUCTIVE CARE CENTER, P.A.",BOYNTON BEACH,2000.0,2.0,3,5,1,50.0,66.66666666666667,0.0,0.0,50.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,9.0,27.0,0.0,0.0,0.0,0.0,7.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,32.5,29.166666666666668,0.0,4.0,0.0
89,REPRODUCTIVE HEALTH ASSOCIATES,CLEARWATER,2000.0,16.0,11,19,7,43.75,18.181818181818183,36.8421052631579,0.0,12.5,27.272727272727273,21.05263157894737,14.285714285714286,0.0,0.0,0.0,0.0,2.0,0,1,0,40.0,1.0,0.0,5.0,1.0,32.0,2.0,2.9,2.9,3.6,2.8,0.0,0.0,0.0,0.0,53.0,3.0,18.777768284347232,24.69348086124402,0.0,3.05,0.0
90,"EDWARD ZBELLA, M.D., P.A.",CLEARWATER,2000.0,95.0,31,32,14,10.5,22.6,6.3,7.142857142857143,9.5,9.7,15.6,42.857142857142854,0.0,50.0,0.0,0.0,3.0,2,1,0,22.0,1.0,2.0,9.0,0.0,21.0,11.0,3.2,3.6,3.5,3.3,0.0,0.0,0.0,0.0,172.0,6.0,19.41428571428571,11.635714285714286,12.5,3.4000000000000004,0.0
91,F.I.R.S.T.,COOPER CITY,2000.0,32.0,12,19,8,9.4,33.333333333333336,5.2631578947368425,0.0,9.4,16.666666666666668,10.526315789473685,0.0,0.0,0.0,0.0,0.0,4.0,1,2,0,11.0,3.0,25.0,1.0,0.0,10.0,0.0,5.1,4.0,4.3,3.4,0.0,0.0,0.0,0.0,71.0,7.0,9.148245614035089,11.999122807017544,0.0,4.199999999999999,0.0
92,"SOUTHWEST FLORIDA FERTILITY CENTER, P.A.",FORT MYERS,2000.0,9.0,1,2,4,44.44444444444444,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.0,5.0,0.0,0.0,0.0,5.0,25.0,3.7,4.0,4.5,4.3,0.0,0.0,0.0,0.0,16.0,0.0,0.0,23.61111111111111,0.0,4.125,0.0
93,"SPECIALISTS IN REPRODUCTIVE MEDICINE & SURGERY, P.A.",FORT MYERS,2000.0,27.0,14,8,2,44.4,14.285714285714286,12.5,0.0,0.0,14.285714285714286,25.0,50.0,0.0,0.0,0.0,0.0,5.0,2,5,2,15.0,8.0,10.0,6.0,0.0,8.0,0.0,2.3,2.6,2.8,4.0,0.0,0.0,0.0,0.0,51.0,14.0,22.32142857142857,17.79642857142857,0.0,2.925,0.0
94,UNIVERSITY OF FLORIDA/PARK AVENUE WOMEN'S CENTER,GAINESVILLE    ,2000.0,38.0,17,21,7,36.8,35.294117647058826,23.8,0.0,5.3,11.764705882352942,4.8,14.285714285714286,0.0,0.0,50.0,0.0,3.0,1,2,1,24.0,7.0,2.0,19.0,0.0,18.0,9.0,2.7,2.9,2.5,1.3,0.0,0.0,0.0,0.0,83.0,7.0,9.037605042016807,23.973529411764705,12.5,2.35,0.0
95,FERTILITY INSTITUTE OF NORTHWEST FLORIDA,GULF BREEZE,2000.0,22.0,17,12,2,31.8,17.647058823529413,16.666666666666668,0.0,13.6,41.1764705882353,25.0,0.0,33.333333333333336,33.333333333333336,50.0,0.0,6.0,3,2,0,3.0,1.0,0.0,4.0,0.0,13.0,1.0,3.9,3.8,4.2,4.5,0.0,0.0,0.0,0.0,53.0,11.0,19.944117647058825,16.528431372549022,29.166666666666668,4.1,0.0
96,ASSISTED FERTILITY PROGRAM OF NORTH FLORIDA,JACKSONVILLE,2000.0,25.0,12,6,3,24.0,8.333333333333334,16.666666666666668,0.0,16.0,50.0,16.666666666666668,33.333333333333336,25.0,0.0,0.0,0.0,4.0,1,0,0,23.0,10.0,23.0,18.0,0.0,6.0,1.0,3.5,4.0,3.4,3.0,0.0,0.0,0.0,0.0,46.0,5.0,29.0,12.25,6.25,3.475,0.0
97,FLORIDA INSTITUTE FOR REPRODUCTIVE MEDICINE,JACKSONVILLE,2000.0,238.0,84,65,11,39.5,29.8,20.0,18.181818181818183,8.8,10.7,15.4,9.090909090909092,30.1,21.9,21.428571428571427,0.0,83.0,32,14,0,14.0,8.0,8.0,8.0,1.0,22.0,1.0,2.5,2.7,2.9,3.4,0.0,0.0,0.0,0.0,398.0,129.0,10.997727272727273,26.870454545454546,18.357142857142858,2.875,0.0
98,NORTH FLORIDA GYNECOLOGIC SPECIALISTS,JACKSONVILLE,2000.0,42.0,14,8,0,50.0,35.714285714285715,25.0,0.0,4.8,0.0,25.0,0.0,33.333333333333336,50.0,0.0,0.0,3.0,2,0,0,10.0,16.0,16.0,1.0,0.0,8.0,6.0,3.5,3.4,4.8,0.0,0.0,0.0,0.0,0.0,64.0,5.0,7.45,27.67857142857143,20.833333333333336,2.925,0.0
99,IVF FLORIDA ,MARGATE,2000.0,232.0,117,103,42,39.7,20.5,21.4,11.9,11.2,14.5,29.1,31.0,25.8,26.666666666666668,33.333333333333336,0.0,31.0,15,6,7,21.0,1.0,8.0,11.0,1.0,20.0,16.0,2.3,2.7,3.0,3.5,0.0,0.0,0.0,0.0,494.0,59.0,21.45,23.375,21.450000000000003,2.875,0.0
100,"FERTILITY & IVF CENTER OF MIAMI, INC.",MIAMI,2000.0,112.0,52,41,10,31.3,38.5,14.6,40.0,10.7,9.6,29.3,50.0,0.0,0.0,0.0,100.0,5.0,0,1,1,13.0,6.0,10.0,3.0,1.0,15.0,2.0,3.3,3.4,3.5,3.2,0.0,0.0,0.0,0.0,215.0,7.0,24.9,31.099999999999998,25.0,3.3499999999999996,0.0
101,PALMETTO FERTILITY CENTER OF SOUTH FLORIDA,MIAMI,2000.0,30.0,15,10,1,36.7,40.0,30.0,0.0,16.7,13.333333333333334,10.0,0.0,33.333333333333336,60.0,0.0,0.0,3.0,5,1,0,8.0,3.0,3.0,3.0,7.0,19.0,0.0,2.8,2.6,3.3,1.0,0.0,0.0,0.0,0.0,56.0,9.0,10.008333333333333,26.675,23.333333333333336,2.425,0.0
102,SOUTH FLORIDA INSTITUTE FOR REPRODUCTIVE MEDICINE,MIAMI,2000.0,134.0,80,65,22,35.8,17.5,20.0,18.2,14.9,28.8,23.1,22.7,14.285714285714286,0.0,33.333333333333336,0.0,7.0,2,3,0,16.0,2.0,10.0,6.0,1.0,24.0,10.0,2.7,3.0,2.8,3.2,0.0,0.0,0.0,0.0,301.0,12.0,22.375000000000004,22.875,11.904761904761905,2.925,0.0
103,WOMEN'S HEALTHCARE SPECIALISTS,MIAMI BEACH,2000.0,19.0,10,6,3,31.57894736842105,40.0,16.666666666666668,0.0,5.2631578947368425,0.0,33.333333333333336,33.333333333333336,0.0,0.0,0.0,0.0,2.0,0,1,0,22.0,15.0,9.0,13.0,0.0,9.0,0.0,3.2,3.1,3.3,3.0,0.0,0.0,0.0,0.0,38.0,3.0,17.982456140350877,22.06140350877193,0.0,3.1500000000000004,0.0
104,"CENTER FOR INFERTILITY & REPRODUCTIVE MEDICINE, P.A.",ORLANDO,2000.0,175.0,83,72,24,32.6,26.5,22.2,20.8,19.4,21.7,13.9,25.0,17.647058823529413,33.333333333333336,16.666666666666668,0.0,17.0,3,6,1,10.0,4.0,1.0,4.0,1.0,8.0,1.0,2.3,2.5,2.4,2.7,0.0,0.0,0.0,0.0,354.0,27.0,20.0,25.525,16.911764705882355,2.4749999999999996,0.0
105,REPRODUCTIVE HEALTH INSTITUTE,ORLANDO,2000.0,8.0,6,5,4,37.5,0.0,0.0,50.0,25.0,0.0,20.0,25.0,0.0,0.0,50.0,0.0,0.0,3,2,1,19.0,3.0,11.0,5.0,3.0,3.0,3.0,2.5,3.8,3.3,2.7,0.0,0.0,0.0,0.0,23.0,6.0,17.5,21.875,12.5,3.075,0.0
106,REPRODUCTIVE MEDICINE AND FERTILITY CENTER,ORLANDO,2000.0,44.0,26,14,4,47.7,46.2,35.714285714285715,0.0,0.0,3.8,7.142857142857143,25.0,42.857142857142854,50.0,0.0,0.0,7.0,2,0,0,15.0,10.0,9.0,5.0,2.0,12.0,0.0,2.2,2.5,3.3,2.7,0.0,0.0,0.0,0.0,88.0,9.0,8.985714285714286,32.40357142857143,23.214285714285715,2.675,0.0
107,"FRANK C. RIGGALL, M.D., P.A.",ORLANDO,2000.0,18.0,7,6,6,33.333333333333336,28.571428571428573,0.0,16.666666666666668,38.888888888888886,57.142857142857146,16.666666666666668,33.333333333333336,0.0,0.0,0.0,0.0,0.0,0,0,0,7.0,5.0,0.0,5.0,0.0,25.0,5.0,2.3,2.7,2.2,3.0,0.0,0.0,0.0,0.0,37.0,0.0,36.507936507936506,19.642857142857146,0.0,2.55,0.0
108,UNIVERSITY OF FLORIDA--PENSACOLA,PENSACOLA ,2000.0,21.0,12,2,3,23.8,16.666666666666668,0.0,0.0,23.8,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,0,0,32.0,9.0,0.0,20.0,0.0,14.0,0.0,2.8,2.4,3.5,2.7,0.0,0.0,0.0,0.0,38.0,4.0,12.2,10.116666666666667,0.0,2.8499999999999996,0.0
109,"CENTER FOR ADVANCED REPRODUCTIVE ENDOCRINOLOGY, P.A.",PLANTATION,2000.0,35.0,14,14,3,37.1,7.142857142857143,28.571428571428573,0.0,2.9,7.142857142857143,7.142857142857143,0.0,0.0,0.0,0.0,0.0,2.0,0,1,0,19.0,0.0,3.0,3.0,0.0,14.0,4.0,2.3,2.9,4.2,1.7,0.0,0.0,0.0,0.0,66.0,3.0,4.296428571428572,18.20357142857143,0.0,2.7749999999999995,0.0
110,FERTILITY INSTITUTE OF SOUTH FLORIDA,PLANTATION,2000.0,10.0,11,5,2,40.0,45.45454545454545,60.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,26.0,3.0,0.0,0.0,3.0,17.0,3.0,3.0,3.5,2.5,2.0,0.0,0.0,0.0,0.0,28.0,1.0,5.0,36.36363636363636,0.0,2.75,0.0
111,FERTILITY CENTER OF SARASOTA,SARASOTA ,2000.0,37.0,19,17,4,35.1,31.57894736842105,23.529411764705884,0.0,8.1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0,0,1,17.0,4.0,3.0,6.0,0.0,25.0,25.0,2.8,3.6,3.9,5.5,0.0,0.0,0.0,0.0,77.0,2.0,2.025,22.552089783281733,25.0,3.95,0.0
112,ADVANCED REPRODUCTIVE TECHNOLOGIES PROGRAM AT UNIVERSITY COMMUNITY HOSPITAL,TAMPA ,2000.0,116.0,61,55,22,28.4,19.7,20.0,4.5,9.5,24.6,16.4,22.7,0.0,0.0,0.0,0.0,2.0,0,0,0,20.0,1.0,8.0,8.0,1.0,14.0,7.0,2.6,3.0,3.3,2.6,0.0,0.0,0.0,0.0,254.0,2.0,18.3,18.15,0.0,2.8749999999999996,0.0
113,GENETICS & IVF INSTITUTE OF FLORIDA,W. PALM BEACH,2000.0,11.0,7,13,3,18.181818181818183,0.0,7.6923076923076925,0.0,18.181818181818183,0.0,23.076923076923077,33.333333333333336,40.0,25.0,0.0,100.0,5.0,4,1,1,42.0,6.0,6.0,4.0,2.0,12.0,6.0,3.3,3.2,2.9,4.0,0.0,0.0,0.0,0.0,34.0,11.0,18.64801864801865,6.468531468531469,41.25,3.35,0.0
114,EMORY CENTER FOR REPRODUCTIVE MEDICINE AND FERTILITY,ATLANTA ,2000.0,51.0,31,20,9,33.3,38.7,30.0,0.0,17.6,19.4,10.0,44.44444444444444,27.272727272727273,33.333333333333336,100.0,0.0,11.0,9,1,0,17.0,1.0,4.0,7.0,1.0,18.0,3.0,2.7,2.6,2.6,1.3,0.0,0.0,0.0,0.0,111.0,21.0,22.86111111111111,25.5,40.151515151515156,2.3000000000000003,0.0
115,GEORGIA REPRODUCTIVE SPECIALISTS,ATLANTA ,2000.0,62.0,15,13,0,27.4,6.666666666666667,15.384615384615385,0.0,9.7,40.0,0.0,0.0,12.5,33.333333333333336,0.0,0.0,8.0,3,0,0,31.0,4.0,5.0,5.0,1.0,16.0,5.0,3.0,3.3,3.6,0.0,0.0,0.0,0.0,0.0,90.0,11.0,12.425,12.362820512820512,11.458333333333334,2.475,0.0
116,REPRODUCTIVE BIOLOGY ASSOCIATES,ATLANTA ,2000.0,393.0,277,199,84,30.8,26.0,14.1,8.3,14.2,23.8,31.2,39.3,15.2,10.0,21.9,0.0,92.0,50,32,5,6.0,9.0,5.0,4.0,1.0,10.0,2.0,2.6,2.9,3.3,3.2,0.0,0.0,0.0,0.0,953.0,179.0,27.125,19.799999999999997,11.774999999999999,3.0,0.0
117,AUGUSTA REPRODUCTIVE BIOLOGY ASSOCIATES,AUGUSTA ,2000.0,50.0,22,13,2,12.0,13.6,0.0,0.0,12.0,13.6,23.076923076923077,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,26.0,5.0,6.0,2.0,4.0,21.0,12.0,2.7,2.5,2.9,2.5,0.0,0.0,0.0,0.0,87.0,2.0,12.169230769230769,6.4,0.0,2.65,0.0
118,ATLANTA CENTER FOR REPRODUCTIVE MEDICINE,WOODSTOCK,2000.0,111.0,52,29,4,39.6,25.0,10.3,25.0,11.7,28.8,31.0,0.0,32.1,9.090909090909092,16.666666666666668,0.0,28.0,11,6,0,16.0,4.0,10.0,14.0,1.0,24.0,3.0,2.5,3.1,3.6,3.3,0.0,0.0,0.0,0.0,196.0,45.0,17.875,24.974999999999998,14.46439393939394,3.125,0.0
119,PACIFIC IN VITRO FERTILIZATION INSTITUTE,HONOLULU,2000.0,82.0,85,76,63,31.7,24.7,10.5,12.7,7.3,11.8,32.9,25.4,42.857142857142854,50.0,16.666666666666668,0.0,14.0,14,12,4,18.0,2.0,4.0,19.0,1.0,14.0,3.0,3.1,4.0,4.1,4.3,0.0,0.0,0.0,0.0,306.0,44.0,19.35,19.900000000000002,27.380952380952383,3.875,0.0
120,IDAHO CENTER FOR REPRODUCTIVE MEDICINE,BOISE,2000.0,72.0,33,19,4,31.9,45.5,31.57894736842105,25.0,4.2,6.1,5.2631578947368425,0.0,28.1,20.0,25.0,0.0,32.0,5,4,0,16.0,6.0,1.0,5.0,0.0,12.0,6.0,3.5,3.8,4.2,2.5,0.0,0.0,0.0,0.0,128.0,41.0,3.890789473684211,33.49473684210527,18.275,3.5,0.0
121,ADVANCED INSTITUTE OF FERTILITY,ARLINGTON HEIGHTS,2000.0,20.0,12,7,1,20.0,16.666666666666668,0.0,0.0,0.0,0.0,28.571428571428573,0.0,20.0,33.333333333333336,0.0,0.0,5.0,3,3,0,5.0,0.0,13.0,9.0,5.0,17.0,9.0,3.4,3.1,4.8,4.0,0.0,0.0,0.0,0.0,40.0,11.0,7.142857142857143,9.166666666666668,13.333333333333334,3.825,0.0
